Sensor X1,Motor Y1,Sensor X2,Motor Y2,Sensor X3,Motor Y3, Sensor X4,Motor Y4,
-0.260285,-0.254902,-0.127587,-0.127065,0.00306244,0.00321975,0.135745,-nan,
-0.587295,-0.528395,-0.784437,-0.655864,-1.04675,-0.781218,-1.50399,-nan,
-0.267228,-0.261163,-0.167358,-0.165386,-0.0682799,-0.0674296,0.0299935,-nan,
-0.382239,-0.364818,-0.346986,-0.333518,-0.308401,-0.29834,-0.268918,-nan,
-0.585023,-0.526578,-0.730402,-0.623571,-0.900824,-0.716965,-1.12635,-nan,
-0.544495,-0.49658,-0.567001,-0.512989,-0.585594,-0.526247,-0.601255,-nan,
-0.608312,-0.54317,-0.589055,-0.529091,-0.566315,-0.512072,-0.542365,-nan,
-0.449257,-0.421398,-0.312277,-0.301753,-0.181839,-0.177993,-0.0563354,-nan,
-0.671459,-0.586167,-0.80073,-0.664543,-0.950513,-0.740144,-1.14324,-nan,
-0.566357,-0.512774,-0.79397,-0.660505,-1.11802,-0.807182,-1.8671,-nan,
-0.434511,-0.409074,-0.578255,-0.520708,-0.744544,-0.628009,-0.950851,-nan,
-0.282275,-0.274814,-0.323795,-0.31127,-0.364265,-0.340539,-0.401942,-nan,
-0.231741,-0.227412,-0.30981,-0.298662,-0.389931,-0.365301,-0.468728,-nan,
-0.157783,-0.156119,-0.291124,-0.28148,-0.431565,-0.400779,-0.585685,-nan,
-0.219079,-0.215349,-0.323698,-0.311288,-0.432531,-0.401775,-0.548468,-nan,
-0.175919,-0.173786,-0.250921,-0.243996,-0.32554,-0.308347,-0.400311,-nan,
-0.123956,-0.1229,-0.272448,-0.264062,-0.431381,-0.399981,-0.611396,-nan,
0.135726,0.135659,0.140005,0.142358,0.145894,0.15536,0.153474,-nan,
0.056732,0.0573013,-0.0392939,-0.036842,-0.132305,-0.12486,-0.225601,-nan,
0.217943,0.215399,0.358554,0.347328,0.519145,0.484024,0.710628,-nan,
0.161563,0.160958,0.242424,0.241032,0.33155,0.327687,0.426939,-nan,
0.274383,0.268576,0.366742,0.354434,0.470075,0.44515,0.584096,-nan,
0.179817,0.178692,0.238179,0.237064,0.303416,0.302914,0.372149,-nan,
0.26376,0.258705,0.353102,0.34275,0.454049,0.434497,0.563613,-nan,
0.0292805,0.0299088,-0.00942379,-0.00656202,-0.0428388,-0.0332257,-0.0756476,-nan,
0.0208317,0.0214474,-0.0227291,-0.0200383,-0.0614744,-0.0529529,-0.099887,-nan,
-0.0082684,-0.00770134,-0.148819,-0.145468,-0.289097,-0.273425,-0.443615,-nan,
0.0371815,0.037757,0.0253875,0.027953,0.0198804,0.0271193,0.0124162,-nan,
0.0537942,0.054347,0.132019,0.134103,0.174438,0.179715,0.173084,-nan,
-0.133488,-0.132412,-0.206255,-0.201872,-0.330126,-0.313244,-0.538303,-nan,
0.0389126,0.0395261,0.0564495,0.0591675,0.0772234,0.0840245,0.0901727,-nan,
-0.0441966,-0.0436209,0.00464044,0.00743973,0.212289,0.217695,0.632907,-nan,
0.313158,0.304292,0.511416,0.474691,0.797048,0.668701,1.33482,-nan,
0.0756479,0.0760899,0.0319204,0.0341454,-0.017891,-0.0123532,-0.0856069,-nan,
0.236656,0.233175,0.392687,0.37698,0.668257,0.589403,1.3046,-nan,
0.0855948,0.0859887,-0.0397792,-0.0376995,-0.296156,-0.282231,-0.809051,-nan,
0.0103937,0.0107992,-0.0174699,-0.0154369,-0.122459,-0.114494,-0.334486,-nan,
0.0916488,0.0919309,0.34978,0.339165,0.951344,0.744223,-nan,-nan,
0.0694685,0.0698616,0.298424,0.292819,0.724132,0.624833,-nan,-nan,
-0.253876,-0.248649,-0.385087,-0.367384,-0.594636,-0.534149,-nan,-nan,
-0.10042,-0.0998249,-0.343043,-0.329708,-0.948565,-0.73742,-nan,-nan,
-0.0330212,-0.0326311,0.0428858,0.0447044,0.115195,0.120721,-nan,-nan,
-0.0874457,-0.0869669,-0.0893835,-0.0876887,-0.0428611,-0.0354642,0.0368764,-nan,
-0.0998726,-0.0992622,0.144781,0.146381,0.689639,0.604389,-nan,-nan,
-0.023955,-0.0235458,0.0525278,0.0542287,0.137624,0.142252,-nan,-nan,
-0.259403,-0.253739,-0.542669,-0.495248,-1.50045,-0.904808,-nan,-nan,
-0.144073,-0.1428,-0.0642431,-0.0621823,0.0378577,0.0453209,0.149506,-nan,
-0.118807,-0.117908,-0.0339287,-0.0316118,0.0310603,0.0423035,0.0663378,-nan,
-0.422538,-0.399301,-0.604299,-0.540837,-0.853389,-0.689426,-1.35139,-nan,
-0.116925,-0.115826,-0.00315999,-0.000313739,0.124553,0.133045,0.260291,-nan,
-0.242388,-0.237422,0.0951928,0.0988447,0.685103,0.606427,-nan,-nan,
-0.421408,-0.398191,-0.793268,-0.66138,-nan,-nan,-nan,-nan,
-0.43939,-0.413206,-0.300244,-0.289836,-0.101672,-nan,-nan,-nan,
-0.321043,-0.31025,-0.090465,-0.0873063,0.329626,-nan,-nan,-nan,
-0.378143,-0.361081,-0.35916,-0.34354,-0.411782,-nan,-nan,-nan,
-0.225401,-0.221381,-0.111936,-0.108939,-0.0251462,-nan,-nan,-nan,
-0.329794,-0.318068,-0.440106,-0.412598,-0.727611,-nan,-nan,-nan,
-0.286109,-0.278417,-0.0309194,-0.0280509,0.509711,-nan,-nan,-nan,
-0.448956,-0.421153,-0.476885,-0.443376,-0.314227,-nan,-nan,-nan,
-0.48887,-0.453457,-0.59387,-0.532641,-0.701126,-nan,-nan,-nan,
-0.495551,-0.458827,-0.673016,-0.587776,-1.03977,-nan,-nan,-nan,
-0.453305,-0.424794,-0.507428,-0.467631,-0.496758,-nan,-nan,-nan,
-0.616281,-0.548993,-0.723346,-0.619955,-0.718733,-nan,-nan,-nan,
-0.443223,-0.416462,-0.370089,-0.352922,-0.309495,-nan,-nan,-nan,
-0.438268,-0.412231,-0.487454,-0.451375,-0.550556,-nan,-nan,-nan,
-0.569253,-0.515191,-0.639895,-0.565495,-0.583581,-nan,-nan,-nan,
-0.500395,-0.4626,-0.911283,-0.72301,-nan,-nan,-nan,-nan,
-0.36516,-0.349584,-0.277458,-0.266639,-nan,-nan,-nan,-nan,
-0.293272,-0.284978,-0.478853,-0.443988,-1.19576,-nan,-nan,-nan,
-0.233039,-0.228529,-0.175877,-0.169708,-0.0578982,-nan,-nan,-nan,
-0.451301,-0.42305,-0.598535,-0.534968,-0.779416,-nan,-nan,-nan,
-0.24186,-0.236744,-0.149367,-0.143049,-0.0199628,-nan,-nan,-nan,
-0.330979,-0.319257,-0.428297,-0.401908,-0.561816,-nan,-nan,-nan,
-0.0558833,-0.0550512,0.175228,0.18064,0.602023,-nan,-nan,-nan,
-0.282782,-0.275247,-0.27397,-0.263758,-0.242325,-nan,-nan,-nan,
-0.456121,-0.426956,-0.421723,-0.395748,-0.262893,-nan,-nan,-nan,
-0.345011,-0.331707,-0.397122,-0.374369,-0.596249,-nan,-nan,-nan,
-0.342861,-0.329744,-0.361031,-0.342741,-0.467837,-nan,-nan,-nan,
-0.284001,-0.27623,-0.08864,-0.0821646,0.273625,-nan,-nan,-nan,
-0.366453,-0.350795,-0.580267,-0.522393,-1.01858,-nan,-nan,-nan,
-0.401691,-0.381412,-0.307347,-0.2947,-0.233715,-nan,-nan,-nan,
-0.366376,-0.350669,-0.884933,-0.709394,-nan,-nan,-nan,-nan,
-0.102876,-0.101671,0.127547,0.136091,0.666718,-nan,-nan,-nan,
-0.287204,-0.279323,-0.47157,-0.437074,-1.06887,-nan,-nan,-nan,
-0.122529,-0.121196,0.0271577,0.035351,0.492686,-nan,-nan,-nan,
-0.0117277,-0.010614,0.0657123,0.0748706,0.0609485,-nan,-nan,-nan,
-0.119423,-0.118175,-0.201367,-0.193245,-0.619311,-nan,-nan,-nan,
-0.0398681,-0.0389645,-0.0165355,-0.00922541,0.0363356,-nan,-nan,-nan,
0.000286908,0.00120681,0.338179,0.335579,1.19367,-nan,-nan,-nan,
-0.29476,-0.286444,-0.46368,-0.431586,-0.467231,-nan,-nan,-nan,
-0.185032,-0.18254,-0.252672,-0.243228,-0.700352,-nan,-nan,-nan,
-0.492393,-0.45647,-0.422708,-0.396842,-0.255255,-nan,-nan,-nan,
-0.295112,-0.286727,-0.278739,-0.268833,-0.537245,-nan,-nan,-nan,
-0.36069,-0.345821,-0.446222,-0.416886,-0.322199,-nan,-nan,-nan,
-0.171808,-0.169553,0.0687038,0.0759281,0.657228,-nan,-nan,-nan,
-0.109669,-0.10845,-0.219815,-0.212417,-0.744087,-nan,-nan,-nan,
-0.00730297,-0.00603466,-0.0281783,-0.020718,-0.0413925,-nan,-nan,-nan,
-0.0436463,-0.0425342,0.271347,0.274739,1.02065,-nan,-nan,-nan,
-0.288369,-0.280375,-0.634453,-0.56196,-nan,-nan,-nan,-nan,
-0.0860006,-0.0848107,0.0438546,0.0518076,-0.0400005,-nan,-nan,-nan,
0.0175644,0.0189865,0.207521,0.214737,0.885177,-nan,-nan,-nan,
0.0261402,0.0274782,0.0698925,0.0778284,-0.273502,-nan,-nan,-nan,
-0.140609,-0.138738,-0.234669,-0.225452,-0.440177,-nan,-nan,-nan,
0.112093,0.113228,0.183603,0.191133,0.515677,-nan,-nan,-nan,
-0.212619,-0.208864,-0.35805,-0.340107,-0.629727,-nan,-nan,-nan,
-0.0728746,-0.0718079,0.0366579,0.0405606,-nan,-nan,-nan,-nan,
-0.114341,-0.112862,-0.144833,-0.136901,-0.558789,-nan,-nan,-nan,
-0.0230027,-0.0218392,0.149844,0.156318,-nan,-nan,-nan,-nan,
-0.0543682,-0.053145,0.0150487,0.022454,0.198332,-nan,-nan,-nan,
-0.2099,-0.206257,-0.164899,-0.157652,0.00528324,-nan,-nan,-nan,
-0.183453,-0.180799,-0.187809,-0.180979,-0.242263,-nan,-nan,-nan,
-0.0693489,-0.068071,0.125348,0.134244,0.435408,-nan,-nan,-nan,
0.0683462,0.0698526,-0.0349239,-0.0278066,-0.264555,-nan,-nan,-nan,
-0.207677,-0.204099,-0.182535,-0.175998,-0.0190033,-nan,-nan,-nan,
-0.195734,-0.192533,-0.0329423,-0.0244878,0.184815,-nan,-nan,-nan,
-0.238275,-0.233299,-0.252426,-0.243321,0.131461,-nan,-nan,-nan,
-0.162423,-0.160117,-0.263007,-0.252969,-0.833384,-nan,-nan,-nan,
-0.200166,-0.196766,-0.256133,-0.245022,-0.0165491,-nan,-nan,-nan,
-0.300872,-0.291692,-0.354879,-0.337422,-0.675936,-nan,-nan,-nan,
-0.0601189,-0.0587038,0.166823,0.175737,0.726351,-nan,-nan,-nan,
-0.0363315,-0.0349068,-0.219417,-0.211127,-0.666266,-nan,-nan,-nan,
0.0717277,0.07345,0.171151,0.181182,0.518208,-nan,-nan,-nan,
0.130007,0.131331,-0.130432,-0.122178,-0.719397,-nan,-nan,-nan,
0.375899,0.361705,0.680521,0.603156,-nan,-nan,-nan,-nan,
0.445233,0.420657,0.698678,0.614951,1.05477,-nan,-nan,-nan,
0.443713,0.419382,0.352403,0.350645,0.378442,-nan,-nan,-nan,
0.565495,0.514831,0.58629,0.539837,0.593167,-nan,-nan,-nan,
0.271741,0.267766,0.228316,0.237439,-0.014706,-nan,-nan,-nan,
0.299764,0.293574,0.408183,0.400222,-nan,-nan,-nan,-nan,
0.652444,0.57608,0.741212,0.642245,0.464464,-nan,-nan,-nan,
0.42166,0.400808,0.410355,0.400527,1.45409,-nan,-nan,-nan,
0.392108,0.375622,0.130318,0.140138,-0.372236,-nan,-nan,-nan,
0.476677,0.446172,0.749088,0.646768,-nan,-nan,-nan,-nan,
0.431054,0.408796,0.259931,0.266294,-0.196833,-nan,-nan,-nan,
0.426117,0.40453,0.306341,0.307988,0.279514,-nan,-nan,-nan,
0.411825,0.392535,0.556195,0.518204,-nan,-nan,-nan,-nan,
0.542024,0.497132,0.451381,0.435444,0.264091,-nan,-nan,-nan,
0.383292,0.367978,0.347334,0.3465,-0.0118399,-nan,-nan,-nan,
0.243544,0.240883,0.609364,0.555776,-nan,-nan,-nan,-nan,
0.320961,0.312633,0.220325,0.227571,0.0624186,-nan,-nan,-nan,
0.370407,0.356675,0.817214,0.684215,1.3889,-nan,-nan,-nan,
0.243661,0.240973,0.0864197,0.0949294,-nan,-nan,-nan,-nan,
-0.00258628,-0.00142118,0.0808094,0.0882422,0.294217,-nan,-nan,-nan,
-0.0107841,-0.00970834,-0.177941,-0.172704,-0.772702,-nan,-nan,-nan,
-0.10632,-0.10531,-0.157605,-0.152902,0.16059,-nan,-nan,-nan,
-0.0985649,-0.0976278,-0.193028,-0.188748,-0.378296,-nan,-nan,-nan,
0.0225067,0.0235858,0.0701678,0.076699,-0.224192,-nan,-nan,-nan,
0.180637,0.180403,0.467324,0.446539,1.767,-nan,-nan,-nan,
0.02134,0.0224243,-0.163073,-0.159253,-0.777748,-nan,-nan,-nan,
0.0664946,0.0676771,-0.0260955,-0.0216563,-0.180432,-nan,-nan,-nan,
0.291542,0.285584,0.295577,0.296668,0.47223,-nan,-nan,-nan,
0.0593722,0.0604652,0.241524,0.244477,0.643574,-nan,-nan,-nan,
0.100873,0.101897,-0.140674,-0.136284,-0.608915,-nan,-nan,-nan,
0.214227,0.212819,0.614476,0.557767,-nan,-nan,-nan,-nan,
0.141174,0.141797,0.0146783,0.0211618,-nan,-nan,-nan,-nan,
0.148763,0.149197,0.202213,0.206625,0.419839,-nan,-nan,-nan,
0.268042,0.263851,0.183817,0.190927,-nan,-nan,-nan,-nan,
0.611289,0.547646,0.671096,0.596389,0.943682,-nan,-nan,-nan,
0.570917,0.518454,0.831591,0.691286,1.4055,-nan,-nan,-nan,
0.332195,0.322498,0.317559,0.315878,0.372416,-nan,-nan,-nan,
0.48011,0.448633,0.356782,0.350661,0.041379,-nan,-nan,-nan,
0.262478,0.258369,0.128336,0.133248,0.316229,-nan,-nan,-nan,
0.585731,0.529201,1.13986,0.822074,2.89482,-nan,-nan,-nan,
0.581014,0.525703,0.582541,0.534026,0.40913,-nan,-nan,-nan,
0.508683,0.471114,0.581834,0.53315,1.0278,-nan,-nan,-nan,
0.337691,0.327205,0.268901,0.269206,0.312317,-nan,-nan,-nan,
0.645308,0.57085,0.720146,0.626289,0.750803,-nan,-nan,-nan,
0.373522,0.358763,0.510881,0.478996,0.698672,-nan,-nan,-nan,
0.419174,0.398038,0.173984,0.17671,-0.329235,-nan,-nan,-nan,
0.181367,0.180356,0.165195,0.167948,0.653202,-nan,-nan,-nan,
0.134185,0.134074,0.0329375,0.0348851,-0.366716,-nan,-nan,-nan,
0.243519,0.239987,0.189375,0.191825,0.556084,-nan,-nan,-nan,
0.383758,0.367638,0.126239,0.129188,-0.382245,-nan,-nan,-nan,
0.170309,0.1695,0.0873337,0.0900698,-0.038982,-nan,-nan,-nan,
0.139873,0.139638,0.119314,0.122248,0.38031,-nan,-nan,-nan,
0.0443984,0.0445643,-0.0995838,-0.0997221,-0.378814,-nan,-nan,-nan,
0.278997,0.273253,0.576247,0.528679,1.15632,-nan,-nan,-nan,
0.208861,0.206832,0.180432,0.182944,-0.0116674,-nan,-nan,-nan,
0.0776676,0.0778287,-0.28645,-0.282848,-0.790618,-nan,-nan,-nan,
0.0213985,0.0214236,0.181611,0.18429,0.414867,-nan,-nan,-nan,
0.204989,0.203099,0.217021,0.218789,0.519523,-nan,-nan,-nan,
0.429319,0.406534,0.315091,0.311631,-0.186702,-nan,-nan,-nan,
0.309459,0.301279,0.32725,0.3227,0.846448,-nan,-nan,-nan,
0.340371,0.329262,0.322007,0.318156,0.266236,-nan,-nan,-nan,
0.427194,0.404719,0.419019,0.403864,0.120475,-nan,-nan,-nan,
0.521173,0.480582,0.340937,0.335238,0.391912,-nan,-nan,-nan,
0.599656,0.538916,0.778907,0.661376,0.916173,-nan,-nan,-nan,
0.567231,0.515365,0.757495,0.648534,0.364061,-nan,-nan,-nan,
0.440306,0.415636,0.348096,0.340737,0.796478,-nan,-nan,-nan,
0.348443,0.336442,0.285439,0.28326,-0.216256,-nan,-nan,-nan,
0.229651,0.226629,0.354055,0.346193,1.21825,-nan,-nan,-nan,
0.411609,0.391485,0.751446,0.644799,0.778494,-nan,-nan,-nan,
0.421934,0.400213,0.43493,0.415917,0.85083,-nan,-nan,-nan,
0.316546,0.307651,0.42943,0.411204,0.430723,-nan,-nan,-nan,
0.230464,0.227354,0.225809,0.22536,0.291018,-nan,-nan,-nan,
0.132271,0.131902,0.0134111,0.0125585,-0.242826,-nan,-nan,-nan,
-0.0439713,-0.0444872,-0.203023,-0.205358,-0.706292,-nan,-nan,-nan,
-0.220204,-0.218139,-0.056553,-0.0587609,0.46421,-nan,-nan,-nan,
-0.220328,-0.218246,-0.265066,-0.265127,-0.399096,-nan,-nan,-nan,
-0.347082,-0.335711,-0.630149,-0.567698,-1.42217,-nan,-nan,-nan,
-0.170678,-0.170215,0.0581227,0.0586097,0.111573,-nan,-nan,-nan,
-0.461417,-0.433523,-0.510741,-0.479272,-0.0757765,-nan,-nan,-nan,
-0.308944,-0.301195,-0.437497,-0.419526,-1.55277,-nan,-nan,-nan,
-0.611461,-0.547663,-0.514428,-0.482081,0.01756,-nan,-nan,-nan,
-0.282698,-0.276814,-0.290446,-0.288445,-0.501368,-nan,-nan,-nan,
-0.508006,-0.470575,-0.677098,-0.59917,-0.654392,-nan,-nan,-nan,
-0.550662,-0.503252,-1.27238,-0.86162,-nan,-nan,-nan,-nan,
-0.37869,-0.36326,-0.408388,-0.391235,-0.806892,-nan,-nan,-nan,
-0.143672,-0.143246,0.0426475,0.0487142,0.424821,-nan,-nan,-nan,
-0.11898,-0.118872,-0.285521,-0.278147,-0.341793,-nan,-nan,-nan,
-0.0673194,-0.0673537,0.118743,0.126293,0.352968,-nan,-nan,-nan,
-0.274823,-0.269331,-0.690933,-0.604635,-nan,-nan,-nan,-nan,
-0.0719393,-0.0719289,-0.126596,-0.122308,0.0790203,-nan,-nan,-nan,
-0.30447,-0.29677,-0.287698,-0.280535,-0.373777,-nan,-nan,-nan,
-0.0523606,-0.052259,0.0804422,0.087523,0.347801,-nan,-nan,-nan,
-0.212743,-0.210467,-0.590524,-0.535555,-nan,-nan,-nan,-nan,
-0.0969518,-0.0968564,0.100761,0.107311,0.191857,-nan,-nan,-nan,
-0.204452,-0.202487,-0.269209,-0.263433,0.0344917,-nan,-nan,-nan,
-0.181917,-0.180647,0.0375779,0.043916,0.0471448,-nan,-nan,-nan,
-0.358901,-0.345853,-0.305209,-0.297262,-0.155551,-nan,-nan,-nan,
-0.66113,-0.581554,-0.843812,-0.694833,-1.25918,-nan,-nan,-nan,
-0.608593,-0.545354,-0.842796,-0.693763,-0.729702,-nan,-nan,-nan,
-0.486473,-0.453284,-0.258744,-0.251865,-0.206594,-nan,-nan,-nan,
-0.333368,-0.322784,-0.298684,-0.289053,-0.325697,-nan,-nan,-nan,
-0.316469,-0.307463,-0.210548,-0.204609,0.033834,-nan,-nan,-nan,
-0.385451,-0.368901,-0.694301,-0.606051,-nan,-nan,-nan,-nan,
-0.462136,-0.433609,-0.384133,-0.36661,-0.0256518,-nan,-nan,-nan,
-0.333114,-0.322519,-0.191797,-0.186446,-nan,-nan,-nan,-nan,
-0.221563,-0.218583,-0.158392,-0.152795,-0.720686,-nan,-nan,-nan,
-0.380606,-0.36465,-0.608307,-0.547061,-0.66268,-nan,-nan,-nan,
-0.410956,-0.39083,-0.715221,-0.618727,-0.917262,-nan,-nan,-nan,
-0.413018,-0.392554,-0.300568,-0.290009,-0.327895,-nan,-nan,-nan,
-0.387676,-0.370765,-0.431914,-0.407499,-0.447373,-nan,-nan,-nan,
-0.543828,-0.497887,-0.68369,-0.598166,-0.894324,-nan,-nan,-nan,
-0.575322,-0.521289,-0.751167,-0.640545,-0.673877,-nan,-nan,-nan,
-0.366201,-0.351937,-0.51048,-0.471608,-2.068,-nan,-nan,-nan,
-0.326598,-0.316526,-0.359156,-0.342736,-0.527439,-nan,-nan,-nan,
-0.516753,-0.47704,-0.423326,-0.39953,-0.115195,-nan,-nan,-nan,
-0.371463,-0.356525,-0.297231,-0.285377,-0.249125,-nan,-nan,-nan,
-0.223856,-0.220633,-0.113489,-0.105249,-0.196414,-nan,-nan,-nan,
-0.320622,-0.311068,-0.543568,-0.49746,-1.83837,-nan,-nan,-nan,
-0.303478,-0.29537,-0.337033,-0.322387,-0.135486,-nan,-nan,-nan,
-0.0716149,-0.0709327,0.0138025,0.0251438,-0.0156616,-nan,-nan,-nan,
0.00167428,0.0027156,0.0823092,0.0950903,0.270935,-nan,-nan,-nan,
0.114035,0.115314,0.216125,0.228283,0.470039,-nan,-nan,-nan,
0.0235832,0.024734,0.208736,0.221311,0.488132,-nan,-nan,-nan,
0.0913858,0.0927623,0.282189,0.291337,0.152633,-nan,-nan,-nan,
0.092486,0.0938491,0.1038,0.116866,0.360922,-nan,-nan,-nan,
0.030044,0.0312574,0.168986,0.18224,0.682784,-nan,-nan,-nan,
0.270204,0.266449,0.108492,0.121491,-0.388663,-nan,-nan,-nan,
0.233818,0.232073,0.591681,0.549219,-nan,-nan,-nan,-nan,
-0.039968,-0.0392601,-0.155586,-0.147755,-0.143215,-nan,-nan,-nan,
0.0170266,0.0180945,0.354032,0.357012,0.540216,-nan,-nan,-nan,
-0.105567,-0.104945,-0.376997,-0.359195,-0.564404,-nan,-nan,-nan,
0.114613,0.115864,0.374001,0.374575,1.17303,-nan,-nan,-nan,
