Sensor X0,Motor Y0,
0,0,
-0,0,
0,0,
-0,0,
-0,0,
-0,0,
0,0,
-0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
-0,0,
0,0,
0,0,
-0,0,
0,0,
-0,0,
-0,0,
-0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
-0,0,
0,0,
0,0,
0,0,
-0,0,
-0,0,
0,0,
-0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
-0,0,
0,0,
0,0,
-0,0,
-0,0,
-0,0,
-0,0,
-0,0,
-0,0,
0,0,
-0,0,
0,0,
0,-1.76093e-13,
-0,-2.83011e-13,
-0,-1.15886e-12,
-0,-1.15886e-12,
-0,-1.17584e-12,
0,-1.17656e-12,
0,-8.84065e-13,
0,4.72414e-12,
0,6.23366e-12,
0,1.40059e-11,
-0,1.81791e-11,
0,2.58274e-11,
0,2.80557e-11,
0,3.37182e-11,
-0,3.50891e-11,
-0,4.58253e-11,
-0,5.52397e-11,
0,8.99526e-11,
0,1.2326e-10,
-0,1.35038e-10,
-0,1.37394e-10,
-0,1.39763e-10,
-0,1.40823e-10,
-0,1.44396e-10,
0,1.53688e-10,
-0,1.57418e-10,
-0,1.68289e-10,
0,2.07774e-10,
0,2.28342e-10,
-0,2.58354e-10,
-0,2.94805e-10,
0,3.0641e-10,
0,3.11632e-10,
0,3.13398e-10,
0,3.21691e-10,
0,3.35158e-10,
0,3.80484e-10,
0,4.39344e-10,
0,4.78572e-10,
0,5.04369e-10,
-0,5.32618e-10,
0,5.49046e-10,
-0,5.67143e-10,
-0,6.22856e-10,
-0,7.01975e-10,
-0,7.38258e-10,
-0,7.88171e-10,
0,9.02525e-10,
0,1.04549e-09,
0,1.11452e-09,
0,1.16218e-09,
-0,1.18618e-09,
0,1.20137e-09,
-0,1.24605e-09,
0,1.34234e-09,
-0,1.46681e-09,
0,1.5738e-09,
-0,1.71301e-09,
-0,1.77907e-09,
-0,1.81403e-09,
-0,1.87469e-09,
-0,1.99267e-09,
0,2.15389e-09,
0,2.28105e-09,
-0,2.40784e-09,
0,2.56808e-09,
-0,2.83062e-09,
-0,3.23116e-09,
0,3.73942e-09,
-0,4.3693e-09,
-0,5.02981e-09,
0,5.57101e-09,
-0,5.95146e-09,
-0,6.52546e-09,
0,7.02265e-09,
-0,7.43278e-09,
-0,7.69633e-09,
-0,8.0581e-09,
-0,8.61771e-09,
-0,9.01319e-09,
-0,9.5354e-09,
0,9.84836e-09,
0,1.01772e-08,
0,1.05289e-08,
0,1.08205e-08,
0,1.09972e-08,
-0,1.11571e-08,
0,1.14281e-08,
0,1.16062e-08,
0,1.19261e-08,
0,1.22321e-08,
